audio_file,annotation,high_f,low_f,start_time,end_time
./audio/DIFAR20111025_011642.wav,20Hz,33,16,21.35,24.283
./audio/DIFAR20111025_011642.wav,D,49,21,37.601,39.716
./audio/DIFAR20111025_011642.wav,20Hz,40,26,27.105,28.671
./audio/DIFAR20111025_011642.wav,20Hz,30,18,33.321,34.85
./audio/DIFAR20111025_011642.wav,20Hz,30,16,41.46,44.127
./audio/DIFAR20111025_011642.wav,20Hz,30,15,78.23,80.111
./audio/DIFAR20111025_011642.wav,20Hz,33,15,164.333,165.755
./audio/DIFAR20111025_011642.wav,20Hz,24,12,147.967,149.922
./audio/DIFAR20111025_011642.wav,20Hz,30,15,117.401,119.447
./audio/DIFAR20111025_011642.wav,20Hz,26,12,185.77,187.4
./audio/DIFAR20111025_011642.wav,20Hz,32,15,241.725,243.349
./audio/DIFAR20111025_011642.wav,20Hz,31,16,318.365,319.97
./audio/DIFAR20111025_011642.wav,20Hz,30,15,323.963,325.743
./audio/DIFAR20111025_011642.wav,20Hz,24,13,301.188,303.487
./audio/DIFAR20111025_011642.wav,20Hz,30,16,364.841,366.615
./audio/DIFAR20111025_011642.wav,20Hz,29,17,353.874,355.348
./audio/DIFAR20111025_011642.wav,20Hz,24,13,381.192,383.298
./audio/DIFAR20111025_011642.wav,20Hz,25,13,340.108,342.906
./audio/DIFAR20111025_011642.wav,20Hz,29,18,912,914
./audio/DIFAR20111025_011642.wav,20Hz,24,16,921,925
./audio/DIFAR20111025_011642.wav,20Hz,33,17,936,939
./audio/DIFAR20111025_011642.wav,20Hz,33,13,957,960
./audio/DIFAR20111025_011642.wav,20Hz,33,13,509,512
./audio/DIFAR20111025_011642.wav,20Hz,33,13,531,535
./audio/DIFAR20111025_011642.wav,20Hz,33,13,569,572
