spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_0_to_60.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_120_to_180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_180_to_240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_300_to_360.png,D,26.0,64.0,50.0,94.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_420_to_480.png,D,171.0,75.0,194.0,98.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_420_to_480.png,D,292.0,69.0,318.0,109.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_420_to_480.png,D,375.0,59.0,398.0,95.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB31_0829231000_second_540_to_600.png,,,,,
